Date,Open,High,Low,Close,Volume,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume,Dividend,SplitFactor
1970-01-02,51.12,52.25,51.12,52.25,131600,2.8624139886061664,2.9256872242698004,2.8624139886061664,2.9256872242698004,526400,0,1
1970-01-05,52.25,52.88,52.12,52.5,280400,2.9256872242698004,2.960963453002623,2.9184080024677894,2.939685727735206,1121600,0,1
1970-01-06,52.5,52.75,51.5,51.75,138400,2.939685727735206,2.953684231200612,2.883691713873583,2.897690217338989,553600,0,1
1970-01-07,51.75,51.88,51.12,51.62,112800,2.897690217338989,2.904969439141,2.8624139886061664,2.890410995536978,451200,0,1
1970-01-08,52.25,53,52.25,52.62,158800,2.9256872242698004,2.9676827346660177,2.9256872242698004,2.946405009398601,635200,0,1
1970-01-09,52.62,52.75,52.38,52.75,128800,2.946405009398601,2.953684231200612,2.9329664460718115,2.953684231200612,515200,0,1
1970-01-12,52.75,53.12,52,52.38,83600,2.953684231200612,2.974402016329412,2.9116887208043947,2.9329664460718115,334400,0,1
1970-01-13,52.38,52.38,51.5,51.62,93200,2.9329664460718115,2.9329664460718115,2.883691713873583,2.890410995536978,372800,0,1
1970-01-14,51.62,51.62,49.62,50,281200,2.890410995536978,2.890410995536978,2.7784229678137318,2.7997006930811486,1124800,0,1
1970-01-15,50,50.25,49.62,49.88,84000,2.7997006930811486,2.8136991965465543,2.7784229678137318,2.7929814114177542,336000,0,1
1970-01-16,49.88,50,49.38,49.88,106400,2.7929814114177542,2.7997006930811486,2.7649844044869427,2.7929814114177542,425600,0,1
1970-01-19,49.88,49.88,49.38,49.75,127200,2.7929814114177542,2.7929814114177542,2.7649844044869427,2.785702189615743,508800,0,1
1970-01-20,49.75,49.75,49.12,49.25,147200,2.785702189615743,2.785702189615743,2.7504259608829202,2.7577051826849313,588800,0,1
1970-01-21,49.25,49.38,48.75,48.88,113600,2.7577051826849313,2.7649844044869427,2.72970817575412,2.736987397556131,454400,0,1
1970-01-22,48.88,49.5,48.5,49,160000,2.736987397556131,2.771703686150337,2.7157096722887144,2.743706679219526,640000,0,1
1970-01-23,49,49,48.5,48.75,106800,2.743706679219526,2.743706679219526,2.7157096722887144,2.72970817575412,427200,0,1
1970-01-26,48.75,48.75,47.62,48.38,183200,2.72970817575412,2.72970817575412,2.6664349400904857,2.7089903906253197,732800,0,1
1970-01-27,48.25,48.25,47.12,48.25,135200,2.7017111688233086,2.7017111688233086,2.6384379331596746,2.7017111688233086,540800,0,1
1970-01-28,48.25,48.5,46.62,46.62,124800,2.7017111688233086,2.7157096722887144,2.610440926228863,2.610440926228863,499200,0,1
1970-01-29,46.62,47,46,46.5,174000,2.610440926228863,2.63171865149628,2.5757246376346568,2.6037216445654683,696000,0,1
1970-01-30,46.5,47,45.75,46.12,204400,2.6037216445654683,2.63171865149628,2.561726134169251,2.5824439192980515,817600,0,1
1970-02-02,46.12,46.5,45.75,46,234400,2.5824439192980515,2.6037216445654683,2.561726134169251,2.5757246376346568,937600,0,1
1970-02-03,46,46.12,45.5,45.62,492800,2.5757246376346568,2.5824439192980515,2.5477276307038452,2.55444691236724,1971200,0,1
1970-02-04,45.62,46.12,45.62,46,133600,2.55444691236724,2.5824439192980515,2.55444691236724,2.5757246376346568,534400,0,1
1970-02-05,46,46,45.62,46,84400,2.5757246376346568,2.5757246376346568,2.55444691236724,2.5757246376346568,337600,0,1
1970-02-06,46,46,45.62,45.75,68000,2.5757246376346568,2.5757246376346568,2.55444691236724,2.561726134169251,272000,0,1
1970-02-09,45.75,46,45.62,45.62,139600,2.561726134169251,2.5757246376346568,2.55444691236724,2.55444691236724,558400,0,1
1970-02-10,45.62,45.88,43.25,43.25,249200,2.55444691236724,2.569005355971262,2.421741099515194,2.421741099515194,996800,0,1
1970-02-11,43.25,44.25,42.25,44.25,219600,2.421741099515194,2.4777351133768164,2.3657470856535707,2.4777351133768164,878400,0,1
1970-02-12,44.25,44.75,42.75,43.25,204000,2.4777351133768164,2.505732120307628,2.3937440925843823,2.421741099515194,816000,0,1
1970-02-13,43.25,44.12,42.62,43.5,123200,2.421741099515194,2.4704558915748054,2.386464870782371,2.4357396029805995,492800,0,1
